System,ROM Name,Description,ISVERTICAL,FW Reborn,LEGENDS,FW Atarashii,INSERT COIN,FOCUS,FW Atarashii Gems,FW Atarashii Mini,FW Atarashii Micro,Vertical,Year,numberPlayers,ctrlType,Buttons,Simple Manufacturer,Joystick Input,Other Input,Manufacturers,,,1080 Avalanche,1775
arcade,macross2,Super Spacefortress Macross 2,,,,ADDON,,,,,,HORIZONTAL,1993,2,8 way,2,Other,joy8way,,Banpresto / NMK,,,,#N/A
arcade,macrossp,Macross Plus,,,,ADDON,,,,,,VERTICAL,1996,2,8 way,4,Other,joy8way,,MOSS / Banpresto,,,,#N/A
arcade,marblmd2,Marble Madness 2,,,,ADDON,,,,,,HORIZONTAL,1991,2,8 way,2,Atari,,,,,,,#N/A
arcade,mk4,Mortal Kombat 4,,,,ADDON,,,,,,HORIZONTAL,1997,2,8 way,6,Midway,joy8way,,Midway,,,,#N/A
arcade,mplanets,Mad Planets,,,,ADDON,,,,,,VERTICAL,1983,1,8 way,2,Other,joy8way,dial,Gottlieb,,,,#N/A
arcade,mutantf,Mutant Fighter,,,,ADDON,,,,,,HORIZONTAL,1991,2,8 way,2,Data East,joy8way,,Data East,,,,#N/A
arcade,nibbler,Nibbler,,,,ADDON,,,,,,VERTICAL,1982,2,4 way,0,Other,joy4way,,Rock-Ola,,,,#N/A
arcade,nightstr,Night Striker,,,,ADDON,,,,,,HORIZONTAL,1989,1,8 way,2,Taito,joy8way,stick,Taito,,,,#N/A
arcade,ninjaw,"Ninja Warriors, The",,,,ADDON3SCREEN,,,,,,HORIZONTAL,1987,2,8 way,2,Taito,joy8way,,Taito,,,,#N/A
arcade,opwolf3,Operation Wolf 3,,,,ADDON,,,,,,HORIZONTAL,1994,2,lightgun,2,Taito,,lightgun,Taito,,,,#N/A
arcade,ordyne,Ordyne,,,,ADDON,,,,,,HORIZONTAL,1988,2,8 way,3,Namco,joy8way,,Namco,,,,#N/A
arcade,orlegend,Oriental Legend,,,,ADDON,,,,,,HORIZONTAL,1997,4,8 way,4,Other,joy8way,,IGS,,,,#N/A
arcade,oscar,Psycho-Nics Oscar,,,,ADDON,,,,,,HORIZONTAL,1987,2,8 way,3,Data East,joy8way,,Data East,,,,#N/A
arcade,outfxies,"Outfoxies, The",,,,ADDON,,,,,,HORIZONTAL,1994,4,8 way,3,Namco,joy8way,,Namco,,,,#N/A
arcade,pacnpal,Pac & Pal,,,,ADDON,,,,,,VERTICAL,1983,2,4 way,1,Namco,joy4way,,Namco,,,,#N/A
arcade,phelios,Phelios,,,,ADDON,,,,,,VERTICAL,1988,2,8 way,3,Namco,joy8way,,Namco,,,,#N/A
arcade,polepos,Pole Position,,,,ADDON,,,,,,HORIZONTAL,1982,1,analog,1,Namco,,pedal / dial,Namco,,,,#N/A
arcade,ptblank,Point Blank,,,,ADDON,,,,,,HORIZONTAL,1994,2,lightgun,1,Namco,,lightgun,Namco,,,,#N/A
arcade,racedriv,Race Drivin',,,,ADDON,,,,,,HORIZONTAL,1990,1,analog,0,Atari,,pedal / stick / paddle,Atari Games,,,,#N/A
arcade,radarscp,Radar Scope,,,,ADDON,,,,,,VERTICAL,1980,2,4 way,1,Nintendo,joy2way,,Nintendo,,,,#N/A
arcade,rallybik,Rally Bike,,,,ADDON,,,,,,VERTICAL,1988,2,8 way,2,Taito,joy8way,,Toaplan / Taito,,,,#N/A
arcade,raphero,Rapid Hero,,,,ADDON,,,,,,VERTICAL,1994,2,8 way,3,Other,joy8way,,NMK,,,,#N/A
arcade,revx,Revolution X,,,,ADDON,,,,,,HORIZONTAL,1994,3,lightgun,2,Midway,,stick,Midway,,,,#N/A
arcade,riotcity,Riot City,,,,ADDON,,,,,,HORIZONTAL,1991,2,8 way,3,SEGA,joy8way,,SEGA / Westone,,,,#N/A
arcade,rohga,Rohga Armor Force,,,,ADDON,,,,,,HORIZONTAL,1991,2,8 way,3,Data East,joy8way,,Data East,,,,#N/A
arcade,sdi,SDI: Strategic Defense Initiative,,,,ADDON,,,,,,HORIZONTAL,1987,2,trackball,1,SEGA,joy8way,trackball,SEGA,,,,#N/A
arcade,sengekis,Sengeki Striker,,,,ADDON,,,,,,VERTICAL,1997,2,8 way,3,Other,joy8way,,Kaneko / Warashi,,,,#N/A
arcade,sengoku,Sengoku,,,,ADDON,,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,sengoku2,Sengoku 2,,,,ADDON,,,,,,HORIZONTAL NEOGEO,1993,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,sfex,Street Fighter EX,,,,ADDON,,,,,,HORIZONTAL,1996,2,8 way,6,Capcom,joy8way,,Capcom / Arika,,,,#N/A
arcade,sfrush,San Francisco Rush,,,,ADDON,,,,,,HORIZONTAL,1996,1,analog,1,Atari,,,,,,,#N/A
arcade,sgunner,Steel Gunner,,,,ADDON,,,,,,HORIZONTAL,1990,2,lightgun,2,Namco,,lightgun,Namco,,,,#N/A
arcade,sgunner2,Steel Gunner 2,,,,ADDON,,,,,,HORIZONTAL,1991,2,lightgun,2,Namco,,lightgun,Namco,,,,#N/A
arcade,shadowld,Shadowland,,,,ADDON,,,,,,HORIZONTAL,1987,2,8 way,3,Namco,joy8way,,Namco,,,,#N/A
arcade,slipstrm,Slip Stream,,,,ADDON,,,,,,HORIZONTAL,1995,1,analog,1,Capcom,,pedal / paddle,Capcom,,,,#N/A
arcade,spacedx,Space Invaders DX,,,,ADDON,,,,,,HORIZONTAL,1994,4,8 way,3,Taito,joy8way,,Taito,,,,#N/A
arcade,spacegun,Space Gun,,,,ADDON,,,,,,HORIZONTAL,1990,2,lightgun,3,Taito,,stick,Taito,,,,#N/A
arcade,spcinv95,Space Invaders '95: The Attack Of Lunar Loonies,,,,ADDON,,,,,,VERTICAL,1995,4,8 way,4,Taito,joy8way,dial,Taito,,,,#N/A
arcade,spiders,Spiders,,,,ADDON,,,,,,VERTICAL,1981,2,4 way,1,Other,joy2way,,Sigma Enterprises Inc.,,,,#N/A
arcade,spinlbrk,Spinal Breakers,,,,ADDON,,,,,,HORIZONTAL,1990,2,8 way,3,Other,joy8way,,V-System Co.,,,,#N/A
arcade,srallyc,Sega Rally Championship: Twin/DX,,,,ADDON,,,,,,HORIZONTAL,1995,1,analog,6,SEGA,,pedal / paddle,SEGA,,,,#N/A
arcade,ssi,Super Space Invaders '91,,,,ADDON,,,,,,VERTICAL,1990,2,8 way,2,Taito,joy8way,,Taito,,,,#N/A
arcade,starblad,Starblade,,,,ADDON,,,,,,HORIZONTAL,1991,1,analog,4,Namco,,stick,Namco,,,,#N/A
arcade,starforc,Star Force,,,,ADDON,,,,,,VERTICAL,1984,2,8 way,1,Other,joy8way,,Tehkan,,,,#N/A
arcade,starglad,Star Gladiator Episode 1: Final Crusade,,,,ADDON,,,,,,HORIZONTAL,1996,2,8 way,6,Capcom,joy8way,,Capcom,,,,#N/A
arcade,startrek,Star Trek,,,,ADDON,,,,,,HORIZONTAL,1982,1,analog,4,SEGA,,dial,SEGA,,,,#N/A
arcade,strhoop,Street Hoop,,,,ADDON,,,,,,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,Data East,,,,#N/A
arcade,strider2,Strider 2,,,,ADDON,,,,,,HORIZONTAL,1999,4,8 way,3,Capcom,joy8way,,Capcom,,,,#N/A
arcade,strkfgtr,Strike Fighter,,,,ADDON,,,,,,HORIZONTAL,1991,1,analog,3,SEGA,,stick,SEGA,,,,#N/A
arcade,subroc3d,Subroc-3D,,,,ADDON,,,,,,HORIZONTAL,1982,1,8 way,1,SEGA,joy8way,,SEGA,,,,#N/A
arcade,superchs,Super Chase: Criminal Termination,,,,ADDON,,,,,,HORIZONTAL,1992,1,analog,3,Taito,,pedal / paddle,Taito,,,,#N/A
arcade,superspy,"Super Spy, The",,,,ADDON,,,,,,HORIZONTAL NEOGEO,1990,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,svg,S.V.G.: Spectral vs Generation,,,,ADDON,,,,,,HORIZONTAL,2005,4,8 way,4,Other,joy8way,,IGS / Idea Factory,,,,#N/A
arcade,swatpolc,SWAT Police,,,,ADDON,,,,,,HORIZONTAL,2001,2,8 way,3,Other,joy8way,,ESD,,,,#N/A
arcade,szaxxon,Super Zaxxon,,,,ADDON,,,,,,VERTICAL,1982,2,8 way,1,SEGA,joy8way,,SEGA,,,,#N/A
arcade,tacscan,Tac/Scan,,,,ADDON,,,,,,VERTICAL,1982,1,analog,2,SEGA,,dial,SEGA,,,,#N/A
arcade,tankfrce,Tank Force,,,,ADDON,,,,,,HORIZONTAL,1991,2,8 way,3,Namco,joy8way,,Namco,,,,#N/A
arcade,tattass,Tattoo Assassins,,,,ADDON,,,,,,HORIZONTAL,1994,2,8 way,6,Data East,joy8way,,Data East,,,,#N/A
arcade,tbowl,Tecmo Bowl,,,,ADDON2SCREEN,,,,,,HORIZONTAL,1987,4,8 way,2,Tecmo,joy8way,,Tecmo,,,,#N/A
arcade,thedeep,"Deep, The",,,,ADDON,,,,,,VERTICAL,1987,2,8 way,2,Other,joy8way,,Woodplace Inc.,,,,#N/A
arcade,timber,Timber,,,,ADDON,,,,,,HORIZONTAL,1984,2,4 way,2,Midway,joy4way,,Bally Midway,,,,#N/A
arcade,timecris,Time Crisis,,,,ADDON,,,,,,HORIZONTAL,1995,1,lightgun,2,Namco,,lightgun,Namco,,,,#N/A
arcade,timekill,Time Killers,,,,ADDON,,,,,,HORIZONTAL,1992,2,8 way,5,Other,joy8way,,Strata/Incredible Technologies,,,,#N/A
arcade,tshoot,Turkey Shoot,,,,ADDON,,,,,,HORIZONTAL,1984,1,lightgun,3,Williams,,stick,Williams,,,,#N/A
arcade,tumblep,Tumble Pop,,,,ADDON,,,,,,HORIZONTAL,1991,2,8 way,2,Data East,joy8way,,Data East,,,,#N/A
arcade,turbo,Turbo,,,,ADDON,,,,,,VERTICAL,1981,1,analog,3,SEGA,,dial,SEGA,,,,#N/A
arcade,ultrax,Ultra X Weapons,,,,ADDON,,,,,,VERTICAL,1995,2,8 way,3,Other,joy8way,,Banpresto / Tsuburaya Productions,,,,#N/A
arcade,vf,Virtua Fighter 1,,,,ADDON,,,,,,HORIZONTAL,1993,2,8 way,3,SEGA,joy8way,,SEGA,,,,#N/A
arcade,vf2,Virtua Fighter 2,,,,ADDON,,,,,,HORIZONTAL,1994,2,8 way,3,SEGA,joy8way,,SEGA,,,,#N/A
arcade,warriorb,Warrior Blade: Rastan Saga Episode 3,,,,ADDON2SCREEN,,,,,,HORIZONTAL,1991,2,8 way,3,Taito,joy8way,,Taito,,,,#N/A
arcade,wcbowldx,World Class Bowling Deluxe,,,,ADDON,,,,,,HORIZONTAL,1999,2,trackball,2,Other,,trackball,Incredible Technologies,,,,#N/A
arcade,wecleman,WEC Le Mans 24,,,,ADDON,,,,,,HORIZONTAL,1986,1,analog,2,Konami,,pedal / paddle,Konami,,,,#N/A
arcade,wh1,World Heroes,,,,ADDON,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,Alpha Denshi Co. / ADK,,,,#N/A
arcade,xevi3dg,Xevious 3D/G,,,,ADDON,,,,,,HORIZONTAL,1995,4,8 way,3,Namco,joy8way,,Namco,,,,#N/A
arcade,xybots,Xybots,,,,ADDON,,,,,,HORIZONTAL,1987,2,8 way,3,Atari,joy8way,,Atari Games / Atari,,,,#N/A
arcade,zerowing,Zero Wing,,,,ADDON,,,,,,HORIZONTAL,1989,2,8 way,2,Toaplan,joy8way,,Toaplan / Taito,,,,#N/A
arcade,zombraid,Zombie Raid,,,,ADDON,,,,,,HORIZONTAL,1995,2,lightgun,2,Other,,lightgun,American Sammy,,,,#N/A
arcade,anteater,Ant Eater,,,,ADDON,,,,,,VERTICAL,1982,1,4 way,2,Other,,,,,,,#N/A
arcade,dolphin,Dolphin Blue,,,,MAXADDON,,,,,,HORIZONTAL,2003,2,8 way,6,Other,joy8way,,Sammy,,,,#N/A
arcade,lostwsga,"Lost World, The",,,,MAXADDON,,,,,,HORIZONTAL,1997,2,lightgun,2,SEGA,,lightgun,SEGA,,,,#N/A
arcade,mslug6,Metal Slug 6,,,,MAXADDON,,,,,,HORIZONTAL NEOGEO,2006,2,8 way,2,Neo Geo,,,,,,,#N/A
arcade,swtrilgy,Star Wars Trilogy Arcade,,,,MAXADDON,,,,,,HORIZONTAL,1998,1,analog,1,SEGA,,,,,,,#N/A
arcade,vf3,Virtua Fighter 3,,,,MAXADDON,,,,,,HORIZONTAL,1994,2,8 way,2,SEGA,,,,,,,#N/A
arcade,88games,88 Games,,,,,,,,,,HORIZONTAL,1988,4,buttons only,3,Konami,,only_buttons,Konami,,,,#N/A
arcade,1945kiii,1945k 3,,,,,,,,,,VERTICAL,2000,2,8 way,4,Other,joy8way,,Oriental Soft,,,,#N/A
arcade,3countb,3 Count Bout,,,,,,,,,,HORIZONTAL NEOGEO,1993,2,8 way,4,Neo Geo,joy8way,,SNK,,,,#N/A
arcade,3on3dunk,3 On 3 Dunk Madness,,,,,,,,,,HORIZONTAL,1996,4,8 way,4,Other,joy8way,,Video System Co.,,,,#N/A
arcade,ad2083,A. D. 2083,,,,,,,,,,VERTICAL,1983,1,8 way,2,Other,joy8way,,Midcoin,,,,#N/A
arcade,aso,ASO: Armored Scrum Object,,,,,,,,,,VERTICAL,1985,2,8 way,3,SNK,joy8way,,SNK,,,,#N/A
arcade,aceattac,Ace Attacker,,,,,,,,,,VERTICAL,1988,4,analog,1,SEGA,,pedal / positional / stick / trackball,SEGA,,,,#N/A
arcade,acrobatm,Acrobat Mission,,,,,,,,,,VERTICAL,1991,2,8 way,3,Taito,joy8way,,UPL / Taito,,,,#N/A
arcade,dogfgt,Acrobatic Dog-Fight,,,,,,,,,,HORIZONTAL,1984,2,8 way,3,Technos,joy8way,,Technos Japan,,,,#N/A
arcade,robby,"Adventures of Robby Roto!, The",,,,,,,,,,HORIZONTAL,1981,2,4 way,1,Midway,joy4way,,Dave Nutting Associates / Bally Midway,,,,#N/A
arcade,aerofgts,Aero Fighters Special,,,,,,,,,,VERTICAL,1996,4,8 way,3,Other,joy8way,,"McO'River, Inc.",,,,#N/A
arcade,aburner,After Burner,,,,,,,,,,HORIZONTAL,1987,1,analog,2,SEGA,,stick,SEGA / Yu Suzuki,,,,#N/A
arcade,aoh,Age Of Heroes: Silkroad 2,,,,,,,,,,HORIZONTAL,2001,2,8 way,4,Other,joy8way,,Unico,,,,#N/A
arcade,airattck,Air Attack,,,,,,,,,,VERTICAL,1996,2,8 way,2,Other,joy8way,,Comad,,,,#N/A
arcade,airbustr,Air Buster: Trouble Specialty Raid Unit,,,,,,,,,,HORIZONTAL,1990,2,8 way,2,Namco,joy8way,,Kaneko / Namco license,,,,#N/A
arcade,airduel,Air Duel,,,,,,,,,,VERTICAL,1990,2,8 way,4,Irem,joy8way,,Irem,,,,#N/A
arcade,arescue,Air Rescue,,,,,,,,,,HORIZONTAL,1992,2,analog,2,SEGA,,stick,SEGA,,,,#N/A
arcade,alexkidd,Alex Kidd: The Lost Stars,,,,,,,,,,HORIZONTAL,1986,2,8 way,3,SEGA,joy8way,,SEGA,,,,#N/A
arcade,aliencha,Alien Challenge,,,,,,,,,,HORIZONTAL,1994,2,8 way,6,Other,joy8way,,IGS,,,,#N/A
arcade,aligator,Alligator Hunt,,,,,,,,,,HORIZONTAL,1994,2,8 way,3,Other,joy8way,,Gaelco,,,,#N/A
arcade,maze,Amazing Maze,,,,,,,,,,HORIZONTAL,1976,2,8 way,0,Midway,joy8way,,Midway,,,,#N/A
arcade,ambush,Ambush,,,,,,,,,,HORIZONTAL,1983,2,8 way,2,Other,joy8way,,Tecfri,,,,#N/A
arcade,amerdart,AmeriDarts,,,,,,,,,,HORIZONTAL,1989,2,trackball,1,Other,,trackball,Ameri,,,,#N/A
arcade,androdun,Andro Dunos,,,,,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,Visco / SNK,,,,#N/A
arcade,angelkds,Angel Kids,,,,,,,,,,VERTICAL,1988,2,twin stick,0,SEGA,doublejoy8way,,SEGA / Nasco?,,,,#N/A
arcade,apache3,Apache 3,,,,,,,,,,HORIZONTAL,1988,1,analog,3,Other,,stick,Tatsumi,,,,#N/A
arcade,aquajack,Aqua Jack,,,,,,,,,,HORIZONTAL,1990,1,8 way,4,Taito,joy8way,dial,Taito / Romstar Incorporated,,,,#N/A
arcade,arabfgt,Arabian Fight,,,,,,,,,,HORIZONTAL,1991,4,8 way,2,SEGA,joy8way,,SEGA,,,,#N/A
arcade,arabianm,Arabian Magic,,,,,,,,,,HORIZONTAL,1992,4,8 way,4,Taito,joy8way,dial,Taito,,,,#N/A
arcade,arbalest,Arbalester,,,,,,,,,,VERTICAL,1989,2,8 way,2,Other,joy8way,,Jordan I.S. / Seta,,,,#N/A
arcade,arcadecl,Arcade Classics,,,,,,,,,,HORIZONTAL,1992,2,trackball,3,Atari,,trackball,Atari Games,,,,#N/A
arcade,area51t,Area 51,,,,,,,,,,HORIZONTAL,1995,2,lightgun,1,Atari,,lightgun,Atari Games / Time Warner license,,,,#N/A
arcade,argus,Argus,,,,,,,,,,VERTICAL,1986,2,8 way,2,Other,joy8way,,NMK / Jaleco license,,,,#N/A
arcade,arkretrn,Arkanoid Returns,,,,,,,,,,HORIZONTAL,1997,4,8 way,4,Taito,joy8way,dial,Taito,,,,#N/A
arcade,armwrest,Arm Wrestling,,,,,,,,,,HORIZONTAL,1985,1,4 way,1,Nintendo,joy3 (half4)way,,Nintendo,,,,#N/A
arcade,armedf,Armed F,,,,,,,,,,VERTICAL,1988,2,8 way,3,Other,joy8way,,Nichibutsu,,,,#N/A
arcade,armora,Armor Attack,,,,,,,,,,HORIZONTAL,1980,2,4 way,2,Other,joy2way,,Cinematronics,,,,#N/A
arcade,armorcar,Armored Car,,,,,,,,,,VERTICAL,1981,2,4 way,2,Other,joy4way,,Stern Electronics,,,,#N/A
arcade,assaultp,Assault Plus,,,,,,,,,,VERTICAL,1988,2,twin stick,1,Namco,doublejoy4way,,Namco,,,,
arcade,astrob,Astro Blaster,,,,,,,,,,VERTICAL,1981,2,4 way,2,SEGA,joy2way,,SEGA,,,,
arcade,astrof,Astro Fighter,,,,,,,,,,VERTICAL,1979,2,4 way,1,Data East,joy2way,,Data East,,,,
arcade,astinvad,Astro Invader,,,,,,,,,,VERTICAL,1980,2,4 way,1,Other,joy2way,,Leijac Corporation / Stern Electronics license,,,,
arcade,astrowar,Astro Wars,,,,,,,,,,VERTICAL,1980,2,4 way,1,Other,joy2way,,Zaccaria / Zelco,,,,
arcade,astron,Astron Belt,,,,,,,,,,HORIZONTAL,1983,1,8 way,2,SEGA,joy8way,,SEGA,,,,
arcade,asuka,Asuka & Asuka,,,,,,,,,,VERTICAL,1988,2,8 way,2,Taito,joy8way,,Taito,,,,
arcade,asylum,Asylum,,,,,,,,,,VERTICAL,1991,3,8 way,2,Other,joy8way,,Leland Corporation,,,,
arcade,ataxx,Ataxx,,,,,,,,,,HORIZONTAL,1990,2,trackball,1,Capcom,,trackball,Leland Corporation / Capcom,,,,
arcade,robokid,Atomic Robo-kid,,,,,,,,,,HORIZONTAL,1988,2,8 way,2,Other,joy8way,,UPL,,,,
arcade,aurail,"Aurail (set 3, US)",,,,,,,,,,HORIZONTAL,1990,2,8 way,3,SEGA,joy8way,,SEGA / Westone,,,,
arcade,avengrgs,Avengers In Galactic Storm,,,,,,,,,,HORIZONTAL,1995,4,8 way,4,Data East,joy8way,,Data East,,,,
arcade,avspirit,Avenging Spirit,,,,,,,,,,HORIZONTAL,1991,2,8 way,2,Other,joy8way,,Jaleco,,,,
arcade,aztarac,Aztarac,,,,,,,,,,HORIZONTAL,1983,1,analog,2,Other,,stick / dial,Centuri,,,,
arcade,bwings,B-Wings,,,,,,,,,,VERTICAL,1984,2,8 way,2,Data East,joy8way,,Data East,,,,
arcade,bcstry,B.C. Story,,,,,,,,,,HORIZONTAL,1997,2,8 way,3,Other,joy8way,,SemiCom / Tirano,,,,
arcade,backfirt,Back Fire,,,,,,,,,,HORIZONTAL,1988,2,8 way,2,Tecmo,joy8way,,Tecmo,,,,
arcade,bssoccer,Back Street Soccer,,,,,,,,,,HORIZONTAL,1996,4,8 way,3,Other,joy8way,,SunA / Unico license,,,,
arcade,badlands,Bad Lands,,,,,,,,,,HORIZONTAL,1989,2,analog,2,Atari,,dial,Atari Games / Atari,,,,
arcade,bakubaku,Baku Baku Animal,,,,,,,,,,HORIZONTAL,1995,4,8 way,4,SEGA,joy8way,,SEGA,,,,
arcade,baluba,Baluba-louk no Densetsu,,,,,,,,,,VERTICAL,1986,2,8 way,1,Other,joy8way,,"Able Corp, Ltd.",,,,
arcade,b2b,Bang Bang Busters,,,,,,,,,,HORIZONTAL,2000,2,8 way,4,Other,joy8way,,Visco / Neo Conception International,,,,
arcade,bangbead,Bang Bead,,,,,,,,,,HORIZONTAL NEOGEO,2000,2,8 way,4,Neo Geo,joy8way,,Visco,,,,
arcade,baryon,Baryon: Future Assault,,,,,,,,,,VERTICAL,1997,2,8 way,3,Other,joy8way,,SemiCom / Tirano,,,,
arcade,bstars,Baseball Stars Professional,,,,,,,,,,HORIZONTAL NEOGEO,1990,2,8 way,4,Neo Geo,joy8way,,SNK,,,,
arcade,batman,Batman,,,,,,,,,,HORIZONTAL,1991,1,8 way,2,Atari,joy8way,,Atari Games / Atari,,,,
arcade,battlnts,Battlantis,,,,,,,,,,VERTICAL,1987,2,8 way,1,Konami,joy8way,,Konami,,,,
arcade,bcruzm12,Battle Cruiser M-12,,,,,,,,,,VERTICAL,1983,2,8 way,1,Other,joy8way,,Sigma Enterprises Inc.,,,,
arcade,flipshot,Battle Flip Shot,,,,,,,,,,HORIZONTAL NEOGEO,1998,2,8 way,4,Neo Geo,joy8way,,Visco,,,,
arcade,btlkroad,Battle K-Road,,,,,,,,,,HORIZONTAL,1994,2,8 way,6,Psikyo,joy8way,,Psikyo,,,,
arcade,battlane,Battle Lane! Vol. 5,,,,,,,,,,VERTICAL,1986,2,8 way,2,Technos,joy8way,,Technos Japan / Taito,,,,
arcade,bsharkjjs,Battle Shark,,,,,,,,,,HORIZONTAL,1989,1,8 way,2,Taito,joy8way,,Taito,,,,
arcade,atlantis,Battle of Atlantis,,,,,,,,,,VERTICAL,1981,2,8 way,2,Other,joy8way,,Comsoft,,,,
arcade,blswhstl,Bells & Whistles,,,,,,,,,,VERTICAL,1991,2,8 way,2,Konami,joy8way,,Konami,,,,
arcade,berlwall,"Berlin Wall, The",,,,,,,,,,HORIZONTAL,1991,2,4 way,3,Other,joy4way,,Kaneko,,,,
arcade,bermudat,Bermuda Triangle,,,,,,,,,,VERTICAL,1987,2,8 way,2,SNK,joy8way,positional,SNK,,,,
arcade,bbbxing,Best Bout Boxing,,,,,,,,,,HORIZONTAL,1994,2,8 way,5,Other,joy8way,,Jaleco,,,,
arcade,bestbest,Best Of Best,,,,,,,,,,HORIZONTAL,1994,2,8 way,6,Other,joy8way,,SunA,,,,
arcade,bigrun,Big Run,,,,,,,,,,HORIZONTAL,1989,1,analog,3,Other,,pedal / paddle,Jaleco,,,,
arcade,blkpnthr,Black Panther,,,,,,,,,,HORIZONTAL,1987,2,8 way,2,Konami,joy8way,,Konami,,,,
arcade,bladestl,Blades of Steel,,,,,,,,,,VERTICAL,1987,2,8 way,3,Konami,joy8way,,Konami,,,,
arcade,blandia,Blandia,,,,,,,,,,HORIZONTAL,1992,2,8 way,3,Other,joy8way,,Allumer,,,,
arcade,blastoff,Blast Off,,,,,,,,,,VERTICAL,1989,2,8 way,3,Namco,joy8way,,Namco,,,,
arcade,blasted,Blasted,,,,,,,,,,HORIZONTAL,1988,2,8 way,1,Midway,joy8way,,Bally Midway,,,,
arcade,blasto,Blasto,,,,,,,,,,HORIZONTAL,1978,2,4 way,1,Other,joy4way,,Gremlin,,,,
arcade,blazeon,Blaze On,,,,,,,,,,HORIZONTAL,1992,2,8 way,2,Other,joy8way,,A.I / Atlus license,,,,
arcade,blazer,Blazer,,,,,,,,,,VERTICAL,1987,2,8 way,3,Namco,joy8way,,Namco,,,,
arcade,blazlaz,Blazing Lazers,,,,,,,,,,HORIZONTAL,1989,1,8 way,3,Other,joy8way,,Hudson Soft,,,,
arcade,blzntrnd,Blazing Tornado,,,,,,,,,,HORIZONTAL,1994,4,8 way,4,Other,joy8way,,Human Amusement,,,,
arcade,block,Block Block,,,,,,,,,,VERTICAL,1991,2,4 way,1,Capcom,joy2way,,Capcom,,,,
arcade,blmbycar,Blomby Car,,,,,,,,,,HORIZONTAL,1994,2,8 way,2,Other,joy8way,stick / dial,ABM & Gecas,,,,
arcade,bloodwar,Blood Warrior,,,,,,,,,,HORIZONTAL,1994,2,8 way,4,Other,joy8way,,Kaneko,,,,
arcade,bldyroar,Bloody Roar,,,,,,,,,,HORIZONTAL,1997,4,8 way,3,Raizing,joy8way,,Eighting / Raizing,,,,
arcade,bldyror2,Bloody Roar 2,,,,,,,,,,HORIZONTAL,1998,2,8 way,4,Raizing,joy8way,,Eighting / Raizing,,,,
arcade,bloxeed,Bloxeed (Japan),,,,,,,,,,HORIZONTAL,1989,2,8 way,3,SEGA,joy8way,,SEGA,,,,
arcade,bluehawk,Blue Hawk,,,,,,,,,,VERTICAL,1993,2,8 way,2,Other,joy8way,,Dooyong,,,,
arcade,blueprnt,Blue Print,,,,,,,,,,VERTICAL,1982,2,8 way,1,Midway,joy8way,,Zilec Electronics / Bally Midway,,,,
arcade,bodyslam,Body Slam,,,,,,,,,,HORIZONTAL,1986,2,8 way,3,SEGA,joy8way,,SEGA,,,,
arcade,bogeyman,Bogey Manor,,,,,,,,,,HORIZONTAL,1985,2,8 way,2,Technos,joy8way,,Technos Japan,,,,
arcade,bombkick,Bomb Kick,,,,,,,,,,HORIZONTAL,1998,2,8 way,3,Other,joy8way,,Yun Sung,,,,
arcade,bombrman,Bomber Man,,,,,,,,,,HORIZONTAL,1991,2,4 way,2,Irem,joy4way,,Irem / licensed from Hudson Soft,,,,
arcade,bjtwin,Bombjack Twin,,,,,,,,,,VERTICAL,1993,2,8 way,2,Other,joy8way,,NMK / NMK Co. Ltd,,,,
arcade,boomrang,Boomer Rang'r,,,,,,,,,,VERTICAL,1983,2,8 way,2,Data East,joy8way,,Data East,,,,
arcade,bootcamp,Boot Camp,,,,,,,,,,HORIZONTAL,1987,2,trackball,2,Konami,,trackball,Konami,,,,
arcade,bdrdown,Border Down (Rev A),,,,,,,,,,HORIZONTAL,2003,2,8 way,6,Other,joy8way,,G.Rev,,,,
arcade,borntofi,Born To Fight,,,,,,,,,,HORIZONTAL,null,2,lightgun,2,Other,joy8way,lightgun / trackball,International Games,,,,
arcade,bottom9,Bottom of the Ninth,,,,,,,,,,HORIZONTAL,1989,2,8 way,2,Konami,joy8way,,Konami,,,,
arcade,boxingb,Boxing Bugs,,,,,,,,,,HORIZONTAL,1981,2,buttons only,3,Other,,only_buttons / dial,Cinematronics,,,,
arcade,boxyboy,Boxy Boy,,,,,,,,,,HORIZONTAL,1990,2,8 way,3,Namco,joy8way,,Namco,,,,
arcade,brain,Brain,,,,,,,,,,HORIZONTAL,1986,2,8 way,2,SEGA,joy8way,,Coreland / SEGA,,,,
arcade,breakers,Breakers,,,,,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,Visco / SNK,,,,
arcade,breakout,Breakout [TTL],,,,,,,,,,VERTICAL,1976,2,analog,1,Atari,,paddle,Atari,,,,
arcade,breywood,Breywood,,,,,,,,,,HORIZONTAL,1986,2,8 way,2,Data East,joy8way,,Data East,,,,
